fips,state,county,City/Town,rucc,website,website additonal,Election Results,Early Voting,Absentee Voting,Overseas Voting,Military Voting,Address Change,Poll Worker Application,Candidate Information,Election Schedule,Felon-restoration of voting rights,Sample Ballot,Track Vote By Mail,Polling Place Locations/Find your precinct,Voter ID/requirements,Voter Registration,Voter Registration Cancellation,Check Voter Registration Status,Signature Cure Form
50001,VT,Addison County,Addison city,6,https://www.addisonvt.net,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50001,VT,Addison County,Bridport,6,https://bridportvt.org,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50001,VT,Addison County,Bristol,6,http://bristolvt.org,,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0
50001,VT,Addison County,Cornwall,6,https://cornwallvt.com,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50001,VT,Addison County,Ferrisburgh,6,https://www.ferrisburghvt.org,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50001,VT,Addison County,Goshen,6,https://goshenvt.org,,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
50001,VT,Addison County,Granville,6,https://granvillevermont.org,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50001,VT,Addison County,Hancock,6,https://www.hancockvt.org,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50001,VT,Addison County,Leicester,6,https://www.leicestervt.org,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50001,VT,Addison County,Lincoln,6,https://lincolnvermont.org,,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0
50001,VT,Addison County,Middlebury,6,https://www.townofmiddlebury.org,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50001,VT,Addison County,Monkton,6,http://monktonvt.com,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50001,VT,Addison County,New Haven,6,https://www.newhavenvt.com,,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
50001,VT,Addison County,Orwell,6,https://townoforwellvt.org,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50001,VT,Addison County,Panton,6,https://www.pantonvt.us,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50001,VT,Addison County,Ripton,6,https://www.riptonvermont.org,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50001,VT,Addison County,Salisbury,6,https://www.townofsalisbury.org,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50001,VT,Addison County,Shoreham,6,https://shorehamvt.org,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50001,VT,Addison County,Starksboro,6,https://www.starksborovt.org,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50001,VT,Addison County,Vergennes,6,https://www.vergennes.org,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50001,VT,Addison County,Waltham,6,https://www.walthamvt.org,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50001,VT,Addison County,Weybridge,6,http://www.townofweybridge.org,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50001,VT,Addison County,Whiting,6,https://whitingvt.com,,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
50003,VT,Bennington County,Arlington,6,https://arlingtonvermont.org,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50003,VT,Bennington County,Bennington,6,https://benningtonvt.org,,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
50003,VT,Bennington County,Dorset,6,https://www.dorsetvt.com,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50003,VT,Bennington County,Landgrove,6,http://landgrove.vermont.gov,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50003,VT,Bennington County,Manchester,6,https://www.manchestervermont.com,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
50003,VT,Bennington County,Peru,6,http://www.peruvt.org,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50003,VT,Bennington County,Pownal,6,https://www.townofpownal.org,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50003,VT,Bennington County,Readsboro,6,https://readsborovt.org,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50003,VT,Bennington County,Rupert,6,https://rupert.vt.gov,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50003,VT,Bennington County,Sandgate,6,https://sandgatevermont.org,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50003,VT,Bennington County,Searsburg,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50003,VT,Bennington County,Shaftsbury,6,https://shaftsburyvt.gov,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50003,VT,Bennington County,Stamford,6,https://townofstamfordvermont.org,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50003,VT,Bennington County,Sunderland,6,https://sunderlandvt.org,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50003,VT,Bennington County,Winhall,6,https://www.winhall.org,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50003,VT,Bennington County,Woodford,6,https://woodfordvt.org,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50005,VT,Caledonia County,Barnet,7,https://barnetvt.org,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50005,VT,Caledonia County,Burke,7,http://burkevermont.org,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50005,VT,Caledonia County,Danville,7,https://danvillevt.gov,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50005,VT,Caledonia County,Groton,7,https://grotonvt.com,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50005,VT,Caledonia County,Hardwick,7,https://hardwickvt.gov,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50005,VT,Caledonia County,Kirby,7,https://www.kirbyvt.gov,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50005,VT,Caledonia County,Lyndon,7,https://www.lyndonvt.org,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50005,VT,Caledonia County,Newark,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50005,VT,Caledonia County,Peacham,7,https://peacham.org,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50005,VT,Caledonia County,Ryegate,7,https://www.ryegatevt.org/index.html,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50005,VT,Caledonia County,Saint Johnsbury,7,https://www.stjvt.com,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50005,VT,Caledonia County,Sheffield,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50005,VT,Caledonia County,Stannard,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50005,VT,Caledonia County,Sutton,7,https://www.suttonvt.org,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50005,VT,Caledonia County,Walden,7,https://waldenvt.gov,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50005,VT,Caledonia County,Waterford,7,https://www.waterfordvt.org,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50005,VT,Caledonia County,Wheelock,7,https://townofwheelockvt.org,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50007,VT,Chittenden County,Bolton,3,https://boltonvt.com,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50007,VT,Chittenden County,Burlington,3,https://www.burlingtonvt.gov,,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0
50007,VT,Chittenden County,Charlotte,3,https://www.charlottevt.org,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50007,VT,Chittenden County,Colchester,3,https://colchestervt.gov,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
50007,VT,Chittenden County,Essex,3,https://www.essexvt.org,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50007,VT,Chittenden County,Essex Junction City,3,https://www.essexjunction.org,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50007,VT,Chittenden County,Hinesburg,3,https://www.hinesburg.org,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50007,VT,Chittenden County,Huntington,3,https://www.huntingtonvt.org,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50007,VT,Chittenden County,Jericho,3,https://jerichovt.org,,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50007,VT,Chittenden County,Milton,3,https://www.miltonvt.gov,,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
50007,VT,Chittenden County,Richmond,3,https://www.richmondvt.gov,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50007,VT,Chittenden County,Saint George,3,https://stgeorgevt.com,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50007,VT,Chittenden County,Shelburne,3,https://www.shelburnevt.org,,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
50007,VT,Chittenden County,South Burlington,3,https://www.southburlingtonvt.gov,,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
50007,VT,Chittenden County,Underhill,3,https://www.underhillvt.gov,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50007,VT,Chittenden County,Westford,3,https://westfordvt.us,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
50007,VT,Chittenden County,Williston,3,https://www.town.williston.vt.us,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50007,VT,Chittenden County,City of Winooski,3,https://www.winooskivt.gov,,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
50009,VT,Essex County,Bloomfield,9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50009,VT,Essex County,Brighton,9,https://brightonvt.org,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50009,VT,Essex County,Brunswick,9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50009,VT,Essex County,Canaan,9,http://canaan-vt.org,,1,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0
50009,VT,Essex County,Concord,9,https://www.concordvt.us,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50009,VT,Essex County,East Haven,9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50009,VT,Essex County,Granby,9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50009,VT,Essex County,Guildhall,9,https://www.guildhallvt.org,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50009,VT,Essex County,Lemington,9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50009,VT,Essex County,Lunenburg,9,https://www.lunenburg-gilmanvt.gov,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50009,VT,Essex County,Maidstone,9,https://www.maidstone-vt.org,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50009,VT,Essex County,Norton,9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50009,VT,Essex County,Victory,9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50011,VT,Franklin County,Bakersfield,3,https://townofbakersfield.org,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50011,VT,Franklin County,Berkshire,3,http://www.berkshirevt.com,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50011,VT,Franklin County,Enosburgh,3,https://www.enosburghvt.org,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50011,VT,Franklin County,Fairfax,3,https://www.fairfax-vt.gov,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50011,VT,Franklin County,Fairfield,3,https://fairfieldvermont.us,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50011,VT,Franklin County,Fletcher,3,https://fletchervt.net,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50011,VT,Franklin County,Franklin,3,https://www.franklinvermont.org,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50011,VT,Franklin County,Georgia,3,https://www.townofgeorgia.com,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50011,VT,Franklin County,Highgate,3,https://www.highgatevt.org,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50011,VT,Franklin County,Montgomery,3,https://montgomeryvt.us,,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
50011,VT,Franklin County,Richford,3,https://www.richfordvt.org,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50011,VT,Franklin County,Saint Albans City,3,https://www.stalbansvt.com,,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
50011,VT,Franklin County,Saint Albans Town,3,https://stalbanstown.com,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50011,VT,Franklin County,Sheldon,3,https://sheldonvt.com,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50011,VT,Franklin County,Swanton,3,https://www.swantonvt.gov,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50013,VT,Grand Isle County,Alburgh,3,https://alburghvt.org,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50013,VT,Grand Isle County,Grand Isle,3,https://grandislevt.org,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50013,VT,Grand Isle County,Isle La Motte,3,https://islelamotte.us,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50013,VT,Grand Isle County,North Hero,3,https://www.northherovt.com,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50013,VT,Grand Isle County,South Hero,3,https://southherovt.org,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50015,VT,Lamoille County,Belvidere,8,https://townofbelviderevt.com,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50015,VT,Lamoille County,Cambridge,8,https://www.cambridge.vermont.gov,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50015,VT,Lamoille County,Eden,8,https://www.edenvt.org,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50015,VT,Lamoille County,Elmore,8,https://elmorevt.org,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50015,VT,Lamoille County,Hyde park,8,https://hydeparkvt.com,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50015,VT,Lamoille County,Johnson,8,https://townofjohnson.com,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50015,VT,Lamoille County,Morristown,8,https://morristownvt.org,,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0
50015,VT,Lamoille County,Stowe,8,https://www.townofstowevt.org,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50015,VT,Lamoille County,Waterville,8,http://www.watervillevt.org,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50015,VT,Lamoille County,Wolcott,8,https://wolcottvt.org,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50017,VT,Orange County,Bradford,9,https://bradford-vt.us,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50017,VT,Orange County,Braintree,9,https://braintreevt.gov,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50017,VT,Orange County,Brookfield,9,https://www.brookfieldvt.org,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50017,VT,Orange County,Chelsea,9,https://www.chelseavt.org,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50017,VT,Orange County,Corinth,9,https://corinthvt.org,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50017,VT,Orange County,Fairlee,9,https://fairleevt.gov,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50017,VT,Orange County,Newbury,9,https://www.newburyvt.org,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50017,VT,Orange County,Orange,9,https://orangevt.org,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50017,VT,Orange County,Randolph,9,https://randolphvt.org,,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
50017,VT,Orange County,Strafford,9,https://www.straffordvt.org,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50017,VT,Orange County,Thetford,9,https://www.thetfordvt.gov,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50017,VT,Orange County,Topsham,9,https://www.townoftopshamvt.org,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50017,VT,Orange County,Tunbridge,9,https://tunbridgevt.org,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50017,VT,Orange County,Vershire,9,https://vershirevt.org,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50017,VT,Orange County,Washington,9,https://washingtonvt.org,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50017,VT,Orange County,West fairlee,9,https://westfairleevt.gov,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
